% start	end	CellId	IMSI	RNTI	LCID	nTxPDUs	TxBytes	nRxPDUs	RxBytes	delay	stdDev	min	max	PduSize	stdDev	min	max
3.5	3.75	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
3.5	3.75	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
3.75	4	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
3.75	4	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
4	4.25	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
4	4.25	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
4.25	4.5	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
4.25	4.5	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
4.5	4.75	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
4.5	4.75	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
4.75	5	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
4.75	5	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
5	5.25	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
5	5.25	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
5.25	5.5	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
5.25	5.5	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
5.5	5.75	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
5.5	5.75	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
5.75	6	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
5.75	6	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
6	6.25	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
6	6.25	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
6.25	6.5	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
6.25	6.5	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
6.5	6.75	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
6.5	6.75	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
6.75	7	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
6.75	7	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
7	7.25	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
7	7.25	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
7.25	7.5	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
7.25	7.5	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
7.5	7.75	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
7.5	7.75	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
7.75	8	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
7.75	8	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
8	8.25	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
8	8.25	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
8.25	8.5	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
8.25	8.5	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
8.5	8.75	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
8.5	8.75	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
8.75	9	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
8.75	9	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
9	9.25	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
9	9.25	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
9.25	9.5	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
9.25	9.5	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
9.5	9.75	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
9.5	9.75	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
9.75	10	1	1	2	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
9.75	10	1	2	1	3	250	273750	250	273750	0.00471429	0	0.00471429	0.00471429	1095	0	1095	1095	
